Latitude,Longitude
47.38301920000001,8.243040499999999
47.33602469999999,8.0243041
47.3113276,8.3900972
47.423424,8.3155322
47.54405500000001,7.955177399999999
47.53386499999999,8.254569499999999
47.4416652,8.363130999999999
47.4228209,9.5498523
47.3621531,9.4524457
47.4117837,9.4416911
47.15243289999999,7.266824499999999
47.132222,7.254443999999999
46.6859659,7.8932422
46.7541541,8.0316899
47.12370679999999,7.281258800000001
47.1718875,7.0763096
46.8750854,7.795783399999999
47.0251686,7.673330699999999
46.9104003,7.4711496
47.0632023,7.0912628
47.1173739,7.1362656
46.933331,7.416668
47.16543,7.798559999999998
47.23839,7.27207
46.9350521,7.4984728
46.89476439999999,7.303745399999999
46.65889310000001,7.5767583
47.1390318,7.306884699999999
47.2405859,7.823510400000001
47.037219,7.376169999999998
47.1957402,7.178649399999999
47.0669686,7.2001588
46.76990180000001,7.509795
46.6054335,7.9215399
47.4729163,7.759395499999999
47.3936614,7.7492826
47.5705171,7.573659199999999
47.56678110000001,7.6076237
47.557,7.581963999999998
47.5686682,7.5897733
46.8060787,7.161587399999998
46.7615548,7.210028899999998
46.8328352,7.067190399999999
46.5777555,7.062477500000001
46.6344043,6.83538
46.22935,6.10543
46.1989798,6.1595923
46.2041765,6.1272536
46.2084926,6.1428645
46.2282336,6.0723576
47.0633697,9.055039799999999
46.861598,9.526458999999999
46.39200080000001,9.2327479
46.4299937,9.764980899999999
46.93653,9.565519999999999
47.40317930000001,7.1268158
47.3427221,7.317120099999999
47.36583699999999,7.3451555
47.3345052,7.2047156
47.278876,7.138055599999999
47.2122224,7.0040336
47.4162742,7.073726199999999
47.3642815,7.1542802
47.2128386,7.9893353
47.2354436,8.076161899999999
47.0338792,8.425278
47.1365613,7.9276622
46.93074489999999,6.815188699999999
46.9542921,6.847840899999999
46.98504,6.8723478
46.94312709999999,6.8467863
46.9262933,6.6324944
47.07096629999999,6.9549699
47.0156428,6.9725091
46.98035,6.60687
47.0106037,6.8622915
46.999113,6.733554799999999
46.9820831,6.901872299999999
46.9022606,8.2763586
47.3738511,9.200308
47.0916461,9.3425546
47.2612316,9.504243499999999
47.50321,9.442079999999999
47.19716529999999,9.3086091
47.1362592,9.1052748
47.4901324,7.5105407
47.3982991,8.008367999999999
47.3236397,7.8463216
47.1746615,7.5980626
47.3072865,7.6284177
47.39345549999999,7.619469
47.2301841,7.565355400000001
47.2092788,7.5218104
47.19565799999999,7.6140497
47.1029154,8.6749618
47.1863572,8.8975312
47.54994910000001,9.1528677
47.463985,8.966738399999999
47.52766,9.372869999999999
45.87607999999999,8.94096
46.1851048,9.012702899999999
46.20352940000001,9.036048899999999
46.0074649,8.9287679
46.0469189,8.9869314
46.03636279999999,8.9636069
45.8631731,9.0065607
46.1757927,8.9221883
45.992188,8.9342828
46.1702877,8.777122499999999
46.29996319999999,8.980918599999999
46.00711210000001,8.960268899999999
46.08865239999999,9.048784999999999
45.9340548,8.971080599999999
46.0897037,8.9189136
45.98944799999999,8.820421999999999
46.0093597,8.8559217
45.84156979999999,8.9770149
46.5294271,8.941889699999999
46.18426869999999,8.730813399999999
46.55219150000001,6.4289378
46.49532910000001,6.3918325
46.5373765,6.333968699999999
46.4435172,6.911988600000001
46.5504468,6.5780381
46.4895985,6.729088799999999
46.5404339,6.7694712
46.76336,6.88765
46.6183489,6.4134809
46.65823369999999,6.5126843
46.51695710000001,6.631719699999999
46.64957289999999,6.320295499999999
46.351389,7.158055999999999
46.70826139999999,6.838917599999998
46.50538,6.4653546
46.5955273,6.770288300000001
46.44604119999999,6.1581382
46.4829113,6.458343499999999
46.7040793,6.753842
46.1904614,7.5449226
46.11363000000001,7.496129999999999
46.25837,7.38235
46.1863527,7.298119199999999
46.4864707,8.263164
46.0282108,7.147099499999999
46.1952777,8.0559172
46.23546849999999,7.3597069
46.1762332,7.8045917
46.25347000000001,7.418330000000001
46.2312995,6.9194416
46.3363829,6.891011199999999
47.5032972,8.545832799999999
47.3378619,8.852861899999999
47.4396735,8.4381325
47.49107209999999,8.866546099999999
47.3052989,8.597147099999999
47.6885343,8.6497285
47.4569,8.774699999999999
47.6114723,8.540237899999999
47.41362719999999,8.448918299999999
47.4946059,8.740109799999999
47.3742949,8.540079799999999
47.35778089999999,8.5541289